weekyear,Equipment Type,Container Size,Location,Export Units,Import Units,Imbalance
2022-25,Dry,20,D,0,80,80
2022-25,Dry,20,E,14320,18128,3808
2022-25,Dry,20,F,7872,6432,-1440
2022-25,Dry,20,G,50496,6528,-43968
2022-25,Dry,40,A,78080,43344,-34736
2022-25,Dry,40,B,136048,147248,11200
2022-25,Dry,40,C,26640,47632,20992
2022-25,Dry,40,D,240,0,-240
2022-25,Dry,40,E,31552,20704,-10848
2022-25,Dry,40,F,19152,17616,-1536
2022-25,Dry,40,G,21776,12592,-9184
2022-25,Reefer,20,A,112,16,-96
2022-25,Reefer,20,B,272,480,208
2022-25,Reefer,20,C,176,224,48
2022-25,Reefer,20,E,32,16,-16
2022-25,Reefer,20,F,384,0,-384
2022-25,Reefer,20,G,48,16,-32
2022-25,Reefer,40,A,15168,3968,-11200
2022-25,Reefer,40,B,12560,13600,1040
2022-25,Reefer,40,C,3440,24672,21232
2022-25,Reefer,40,E,1216,1520,304
2022-25,Reefer,40,F,3600,816,-2784
2022-25,Reefer,40,G,4032,368,-3664
2022-26,Dry,20,A,67680,46800,-20880
2022-26,Dry,20,B,141728,86112,-55616
2022-26,Dry,20,C,23776,31584,7808
2022-26,Dry,20,D,0,16,16
2022-26,Dry,20,E,8176,15616,7440
2022-26,Dry,20,F,8416,7536,-880
2022-26,Dry,20,G,50976,7616,-43360
2022-26,Dry,40,A,79168,50880,-28288
2022-26,Dry,40,B,155280,127328,-27952
2022-26,Dry,40,C,31488,51808,20320
2022-26,Dry,40,D,96,432,336
2022-26,Dry,40,E,10048,17728,7680
2022-26,Dry,40,F,19680,10000,-9680
2022-26,Dry,40,G,18112,16624,-1488
2022-26,Reefer,20,A,320,0,-320
2022-26,Reefer,20,B,176,192,16
2022-26,Reefer,20,C,288,112,-176
2022-26,Reefer,20,E,80,16,-64
2022-26,Reefer,20,F,16,32,16
2022-26,Reefer,20,G,16,0,-16
2022-26,Reefer,40,A,13280,4160,-9120
2022-26,Reefer,40,B,12928,21872,8944
2022-26,Reefer,40,C,5792,16080,10288
2022-26,Reefer,40,E,672,2512,1840
2022-26,Reefer,40,F,3456,800,-2656
2022-26,Reefer,40,G,5072,1536,-3536
2022-27,Dry,20,A,48912,32928,-15984
2022-27,Dry,20,B,122976,118080,-4896
2022-27,Dry,20,C,14832,35952,21120
2022-27,Dry,20,D,16,912,896
2022-27,Dry,20,E,16528,25056,8528
2022-27,Dry,20,F,8256,6976,-1280
2022-27,Dry,20,G,58400,11456,-46944
2022-27,Dry,40,A,84960,64576,-20384
2022-27,Dry,40,B,139632,147440,7808
2022-27,Dry,40,C,21552,50464,28912
2022-27,Dry,40,D,992,1264,272
2022-27,Dry,40,E,41440,28512,-12928
2022-27,Dry,40,F,23536,15408,-8128
2022-27,Dry,40,G,18048,23408,5360
2022-27,Reefer,20,A,368,0,-368
2022-27,Reefer,20,B,608,528,-80
2022-27,Reefer,20,C,48,32,-16
2022-27,Reefer,20,E,48,16,-32
2022-27,Reefer,20,F,464,16,-448
2022-27,Reefer,20,G,64,80,16
2022-27,Reefer,40,A,13344,1536,-11808
2022-27,Reefer,40,B,26016,14880,-11136
2022-27,Reefer,40,C,4016,17904,13888
2022-27,Reefer,40,D,0,32,32
2022-27,Reefer,40,E,1136,1888,752
2022-27,Reefer,40,F,2640,2016,-624
2022-27,Reefer,40,G,6768,832,-5936
2022-28,Dry,20,A,61328,30720,-30608
2022-28,Dry,20,B,124128,106496,-17632
2022-28,Dry,20,C,20752,18304,-2448
2022-28,Dry,20,D,0,928,928
2022-28,Dry,20,E,1392,4784,3392
2022-28,Dry,20,F,10000,6128,-3872
2022-28,Dry,20,G,42096,7488,-34608
2022-28,Dry,40,A,73632,51648,-21984
2022-28,Dry,40,B,156128,143264,-12864
2022-28,Dry,40,C,21600,21056,-544
2022-28,Dry,40,D,16,1088,1072
2022-28,Dry,40,E,2896,8384,5488
2022-28,Dry,40,F,25840,14864,-10976
2022-28,Dry,40,G,16880,14432,-2448
2022-28,Reefer,20,A,240,0,-240
2022-28,Reefer,20,B,912,704,-208
2022-28,Reefer,20,C,112,240,128
2022-28,Reefer,20,F,80,0,-80
2022-28,Reefer,20,G,80,32,-48
2022-28,Reefer,40,A,16048,4192,-11856
2022-28,Reefer,40,B,15280,14496,-784
2022-28,Reefer,40,C,5328,19056,13728
2022-28,Reefer,40,E,16,320,304
2022-28,Reefer,40,F,3984,1072,-2912
2022-28,Reefer,40,G,5520,1344,-4176
2022-29,Dry,20,A,63584,44704,-18880
2022-29,Dry,20,B,93216,85712,-7504
2022-29,Dry,20,C,23264,29840,6576
2022-29,Dry,20,D,16,0,-16
2022-29,Dry,20,E,11776,20176,8400
2022-29,Dry,20,F,7216,6272,-944
2022-29,Dry,20,G,43840,7232,-36608
2022-29,Dry,40,A,94096,67632,-26464
2022-29,Dry,40,B,127200,124320,-2880
2022-29,Dry,40,C,24384,45472,21088
2022-29,Dry,40,D,496,16,-480
2022-29,Dry,40,E,23824,19152,-4672
2022-29,Dry,40,F,15536,13872,-1664
2022-29,Dry,40,G,19648,16992,-2656
2022-29,Reefer,20,A,448,16,-432
2022-29,Reefer,20,B,432,448,16
2022-29,Reefer,20,C,192,96,-96
2022-29,Reefer,20,E,32,96,64
2022-29,Reefer,20,F,32,0,-32
2022-29,Reefer,20,G,96,16,-80
2022-29,Reefer,40,A,18960,1856,-17104
2022-29,Reefer,40,B,11264,11792,528
2022-29,Reefer,40,C,6864,10064,3200
2022-29,Reefer,40,E,1392,1136,-256
2022-29,Reefer,40,F,3008,1568,-1440
2022-29,Reefer,40,G,7696,1904,-5792
2022-30,Dry,20,A,51920,45328,-6592
2022-30,Dry,20,B,107712,115216,7504
2022-30,Dry,20,C,19504,33520,14016
2022-30,Dry,20,D,0,16,16
2022-30,Dry,20,E,12048,18544,6496
2022-30,Dry,20,F,8720,4416,-4304
2022-30,Dry,20,G,56672,13088,-43584
2022-30,Dry,40,A,76176,72592,-3584
2022-30,Dry,40,B,134912,140960,6048
2022-30,Dry,40,C,29936,54672,24736
2022-30,Dry,40,D,480,0,-480
2022-30,Dry,40,E,23104,14896,-8208
2022-30,Dry,40,F,16832,8352,-8480
2022-30,Dry,40,G,14848,23520,8672
2022-30,Reefer,20,A,272,0,-272
2022-30,Reefer,20,B,384,256,-128
2022-30,Reefer,20,C,64,272,208
2022-30,Reefer,20,E,272,16,-256
2022-30,Reefer,20,F,432,16,-416
2022-30,Reefer,20,G,16,48,32
2022-30,Reefer,40,A,19584,3520,-16064
2022-30,Reefer,40,B,12000,10688,-1312
2022-30,Reefer,40,C,5328,10304,4976
2022-30,Reefer,40,E,896,1424,528
2022-30,Reefer,40,F,2944,992,-1952
2022-30,Reefer,40,G,3984,944,-3040
2022-31,Dry,20,A,48384,26112,-22272
2022-31,Dry,20,B,86368,120320,33952
2022-31,Dry,20,C,10560,38384,27824
2022-31,Dry,20,D,0,576,576
2022-31,Dry,20,E,14960,30224,15264
2022-31,Dry,20,F,6608,6496,-112
2022-31,Dry,20,G,69056,4592,-64464
2022-31,Dry,40,A,68096,49792,-18304
2022-31,Dry,40,B,129760,135200,5440
2022-31,Dry,40,C,16736,68192,51456
2022-31,Dry,40,D,352,720,368
2022-31,Dry,40,E,27584,51904,24320
2022-31,Dry,40,F,29712,11712,-18000
2022-31,Dry,40,G,21504,8480,-13024
2022-31,Reefer,20,A,160,0,-160
2022-31,Reefer,20,B,128,688,560
2022-31,Reefer,20,C,128,64,-64
2022-31,Reefer,20,E,64,176,112
2022-31,Reefer,20,F,336,0,-336
2022-31,Reefer,20,G,144,48,-96
2022-31,Reefer,40,A,15424,2160,-13264
2022-31,Reefer,40,B,12096,12960,864
2022-31,Reefer,40,C,3648,11184,7536
2022-31,Reefer,40,E,496,1152,656
2022-31,Reefer,40,F,5136,656,-4480
2022-31,Reefer,40,G,7792,1232,-6560
2022-32,Dry,20,A,57152,34048,-23104
2022-32,Dry,20,B,133136,107376,-25760
2022-32,Dry,20,C,21808,27488,5680
2022-32,Dry,20,D,16,352,336
2022-32,Dry,20,E,12608,20928,8320
2022-32,Dry,20,F,12080,7008,-5072
2022-32,Dry,20,G,47632,11984,-35648
2022-32,Dry,40,A,81424,61968,-19456
2022-32,Dry,40,B,129616,125376,-4240
2022-32,Dry,40,C,20144,38128,17984
2022-32,Dry,40,D,112,544,432
2022-32,Dry,40,E,23424,24880,1456
2022-32,Dry,40,F,19632,19152,-480
2022-32,Dry,40,G,18288,24304,6016
2022-32,Reefer,20,A,416,32,-384
2022-32,Reefer,20,B,992,608,-384
2022-32,Reefer,20,C,48,48,0
2022-32,Reefer,20,E,192,144,-48
2022-32,Reefer,20,F,320,80,-240
2022-32,Reefer,20,G,64,16,-48
2022-32,Reefer,40,A,18240,4464,-13776
2022-32,Reefer,40,B,9648,13504,3856
2022-32,Reefer,40,C,3920,6672,2752
2022-32,Reefer,40,E,928,2272,1344
2022-32,Reefer,40,F,3664,1552,-2112
2022-32,Reefer,40,G,6656,816,-5840
2022-33,Dry,20,A,57888,39936,-17952
2022-33,Dry,20,B,90144,103744,13600
2022-33,Dry,20,C,14976,23968,8992
2022-33,Dry,20,D,0,16,16
2022-33,Dry,20,E,14400,22960,8560
2022-33,Dry,20,F,4368,5184,816
2022-33,Dry,20,G,32448,8384,-24064
2022-33,Dry,40,A,77264,56160,-21104
2022-33,Dry,40,B,124672,127632,2960
2022-33,Dry,40,C,25648,45872,20224
2022-33,Dry,40,D,816,0,-816
2022-33,Dry,40,E,26112,30896,4784
2022-33,Dry,40,F,15872,12096,-3776
2022-33,Dry,40,G,17968,16400,-1568
2022-33,Reefer,20,A,320,0,-320
2022-33,Reefer,20,B,496,608,112
2022-33,Reefer,20,C,128,112,-16
2022-33,Reefer,20,E,96,80,-16
2022-33,Reefer,20,F,160,16,-144
2022-33,Reefer,20,G,16,32,16
2022-33,Reefer,40,A,14976,1920,-13056
2022-33,Reefer,40,B,15968,24320,8352
2022-33,Reefer,40,C,4288,13600,9312
2022-33,Reefer,40,E,912,912,0
2022-33,Reefer,40,F,2240,896,-1344
2022-33,Reefer,40,G,5728,688,-5040
2022-34,Dry,20,A,44560,33712,-10848
2022-34,Dry,20,B,103984,91136,-12848
2022-34,Dry,20,C,24240,32688,8448
2022-34,Dry,20,D,0,464,464
2022-34,Dry,20,E,12720,29616,16896
2022-34,Dry,20,F,6832,7408,576
2022-34,Dry,20,G,32144,13104,-19040
2022-34,Dry,40,A,64704,68176,3472
2022-34,Dry,40,B,118464,106960,-11504
2022-34,Dry,40,C,22304,60176,37872
2022-34,Dry,40,D,976,192,-784
2022-34,Dry,40,E,18032,35504,17472
2022-34,Dry,40,F,19040,13552,-5488
2022-34,Dry,40,G,18016,22368,4352
2022-34,Reefer,20,A,368,0,-368
2022-34,Reefer,20,B,480,368,-112
2022-34,Reefer,20,C,160,96,-64
2022-34,Reefer,20,E,48,80,32
2022-34,Reefer,20,F,64,0,-64
2022-34,Reefer,20,G,0,96,96
2022-34,Reefer,40,A,15552,5472,-10080
2022-34,Reefer,40,B,25920,17648,-8272
2022-34,Reefer,40,C,5504,13152,7648
2022-34,Reefer,40,E,272,736,464
2022-34,Reefer,40,F,3472,1088,-2384
2022-34,Reefer,40,G,5776,1904,-3872
2022-35,Dry,20,A,50752,31776,-18976
2022-35,Dry,20,B,104592,109536,4944
2022-35,Dry,20,C,14000,28480,14480
2022-35,Dry,20,D,0,192,192
2022-35,Dry,20,E,8160,20048,11888
2022-35,Dry,20,F,5152,5904,752
2022-35,Dry,20,G,34288,14832,-19456
2022-35,Dry,40,A,79104,53200,-25904
2022-35,Dry,40,B,138752,133728,-5024
2022-35,Dry,40,C,16640,41584,24944
2022-35,Dry,40,D,0,48,48
2022-35,Dry,40,E,13424,21136,7712
2022-35,Dry,40,F,19808,13792,-6016
2022-35,Dry,40,G,11248,31072,19824
2022-35,Reefer,20,A,320,16,-304
2022-35,Reefer,20,B,480,336,-144
2022-35,Reefer,20,C,192,80,-112
2022-35,Reefer,20,E,192,48,-144
2022-35,Reefer,20,F,512,80,-432
2022-35,Reefer,20,G,80,128,48
2022-35,Reefer,40,A,16240,3088,-13152
2022-35,Reefer,40,B,15456,19584,4128
2022-35,Reefer,40,C,5056,4032,-1024
2022-35,Reefer,40,E,576,1664,1088
2022-35,Reefer,40,F,4032,1584,-2448
2022-35,Reefer,40,G,6608,1360,-5248
2022-36,Dry,20,A,63728,41120,-22608
2022-36,Dry,20,B,102320,77632,-24688
2022-36,Dry,20,C,22960,26768,3808
2022-36,Dry,20,D,0,496,496
2022-36,Dry,20,E,14144,16336,2192
2022-36,Dry,20,F,5648,9696,4048
2022-36,Dry,20,G,28496,6880,-21616
2022-36,Dry,40,A,92672,62624,-30048
2022-36,Dry,40,B,119520,126336,6816
2022-36,Dry,40,C,20160,54016,33856
2022-36,Dry,40,D,608,848,240
2022-36,Dry,40,E,30096,26000,-4096
2022-36,Dry,40,F,17824,13472,-4352
2022-36,Dry,40,G,15072,14512,-560
2022-36,Reefer,20,A,384,32,-352
2022-36,Reefer,20,B,320,192,-128
2022-36,Reefer,20,C,144,192,48
2022-36,Reefer,20,E,32,64,32
2022-36,Reefer,20,F,112,32,-80
2022-36,Reefer,20,G,32,0,-32
2022-36,Reefer,40,A,19280,5168,-14112
2022-36,Reefer,40,B,19888,23200,3312
2022-36,Reefer,40,C,5008,13632,8624
2022-36,Reefer,40,E,1232,288,-944
2022-36,Reefer,40,F,4624,736,-3888
2022-36,Reefer,40,G,6832,784,-6048
2022-37,Dry,20,A,53360,34032,-19328
2022-37,Dry,20,B,87520,96160,8640
2022-37,Dry,20,C,27552,26176,-1376
2022-37,Dry,20,D,0,352,352
2022-37,Dry,20,E,11152,23888,12736
2022-37,Dry,20,F,9904,7440,-2464
2022-37,Dry,20,G,28000,6960,-21040
2022-37,Dry,40,A,67648,51232,-16416
2022-37,Dry,40,B,128080,141424,13344
2022-37,Dry,40,C,26032,47168,21136
2022-37,Dry,40,D,576,336,-240
2022-37,Dry,40,E,21536,39264,17728
2022-37,Dry,40,F,20800,14304,-6496
2022-37,Dry,40,G,17456,18400,944
2022-37,Reefer,20,A,384,0,-384
2022-37,Reefer,20,B,208,352,144
2022-37,Reefer,20,C,176,64,-112
2022-37,Reefer,20,E,48,128,80
2022-37,Reefer,20,F,400,16,-384
2022-37,Reefer,20,G,48,32,-16
2022-37,Reefer,40,A,14464,2432,-12032
2022-37,Reefer,40,B,20496,18544,-1952
2022-37,Reefer,40,C,6448,13360,6912
2022-37,Reefer,40,E,480,1680,1200
2022-37,Reefer,40,F,4608,1040,-3568
2022-37,Reefer,40,G,6096,1248,-4848
2022-38,Dry,20,A,49840,27456,-22384
2022-38,Dry,20,B,107024,108016,992
2022-38,Dry,20,C,12720,27248,14528
2022-38,Dry,20,D,16,544,528
2022-38,Dry,20,E,12192,19856,7664
2022-38,Dry,20,F,6144,3952,-2192
2022-38,Dry,20,G,26080,10144,-15936
2022-38,Dry,40,A,66096,46416,-19680
2022-38,Dry,40,B,161184,132592,-28592
2022-38,Dry,40,C,16112,50304,34192
2022-38,Dry,40,D,992,704,-288
2022-38,Dry,40,E,20064,20336,272
2022-38,Dry,40,F,13936,11584,-2352
2022-38,Dry,40,G,12864,18896,6032
2022-38,Reefer,20,A,320,0,-320
2022-38,Reefer,20,B,304,352,48
2022-38,Reefer,20,C,80,48,-32
2022-38,Reefer,20,E,176,16,-160
2022-38,Reefer,20,F,80,0,-80
2022-38,Reefer,20,G,0,64,64
2022-38,Reefer,40,A,14464,6544,-7920
2022-38,Reefer,40,B,27120,22048,-5072
2022-38,Reefer,40,C,3280,15488,12208
2022-38,Reefer,40,E,1456,1456,0
2022-38,Reefer,40,F,2528,928,-1600
2022-38,Reefer,40,G,6736,2656,-4080
2022-39,Dry,20,A,54576,30544,-24032
2022-39,Dry,20,B,107920,101280,-6640
2022-39,Dry,20,C,22768,30288,7520
2022-39,Dry,20,D,80,384,304
2022-39,Dry,20,E,14496,29888,15392
2022-39,Dry,20,F,9744,4688,-5056
2022-39,Dry,20,G,26912,8064,-18848
2022-39,Dry,40,A,71440,58576,-12864
2022-39,Dry,40,B,124608,106032,-18576
2022-39,Dry,40,C,20592,53296,32704
2022-39,Dry,40,D,1824,368,-1456
2022-39,Dry,40,E,27152,33280,6128
2022-39,Dry,40,F,15440,11872,-3568
2022-39,Dry,40,G,17616,22832,5216
2022-39,Reefer,20,A,288,0,-288
2022-39,Reefer,20,B,240,176,-64
2022-39,Reefer,20,C,144,112,-32
2022-39,Reefer,20,E,64,112,48
2022-39,Reefer,20,F,336,16,-320
2022-39,Reefer,20,G,48,48,0
2022-39,Reefer,40,A,18080,1504,-16576
2022-39,Reefer,40,B,24592,24384,-208
2022-39,Reefer,40,C,5840,18016,12176
2022-39,Reefer,40,E,784,1312,528
2022-39,Reefer,40,F,2944,656,-2288
2022-39,Reefer,40,G,6800,1760,-5040
2022-40,Dry,20,A,60592,42288,-18304
2022-40,Dry,20,B,90576,93536,2960
2022-40,Dry,20,C,19792,27456,7664
2022-40,Dry,20,D,112,416,304
2022-40,Dry,20,E,9952,15584,5632
2022-40,Dry,20,F,8784,5264,-3520
2022-40,Dry,20,G,30272,6976,-23296
2022-40,Dry,40,A,92608,65088,-27520
2022-40,Dry,40,B,122816,128688,5872
2022-40,Dry,40,C,27104,45472,18368
2022-40,Dry,40,D,160,288,128
2022-40,Dry,40,E,16800,19360,2560
2022-40,Dry,40,F,20160,10752,-9408
2022-40,Dry,40,G,18240,16544,-1696
2022-40,Reefer,20,A,496,16,-480
2022-40,Reefer,20,B,416,192,-224
2022-40,Reefer,20,C,112,144,32
2022-40,Reefer,20,E,16,80,64
2022-40,Reefer,20,F,544,16,-528
2022-40,Reefer,20,G,176,0,-176
2022-40,Reefer,40,A,16576,1648,-14928
2022-40,Reefer,40,B,27056,25088,-1968
2022-40,Reefer,40,C,11536,16736,5200
2022-40,Reefer,40,E,784,768,-16
2022-40,Reefer,40,F,3872,1184,-2688
2022-40,Reefer,40,G,8160,1248,-6912
2022-41,Dry,20,A,51360,25904,-25456
2022-41,Dry,20,B,95680,87040,-8640
2022-41,Dry,20,C,13920,29056,15136
2022-41,Dry,20,D,592,160,-432
2022-41,Dry,20,E,12944,30368,17424
2022-41,Dry,20,F,9648,3904,-5744
2022-41,Dry,20,G,23824,8608,-15216
2022-41,Dry,40,A,96512,38176,-58336
2022-41,Dry,40,B,128976,119776,-9200
2022-41,Dry,40,C,20352,49792,29440
2022-41,Dry,40,D,640,208,-432
2022-41,Dry,40,E,28944,47584,18640
2022-41,Dry,40,F,25696,9696,-16000
2022-41,Dry,40,G,15536,15312,-224
2022-41,Reefer,20,A,544,0,-544
2022-41,Reefer,20,B,112,304,192
2022-41,Reefer,20,C,80,256,176
2022-41,Reefer,20,E,96,224,128
2022-41,Reefer,20,F,368,32,-336
2022-41,Reefer,20,G,64,48,-16
2022-41,Reefer,40,A,19168,9488,-9680
2022-41,Reefer,40,B,16992,20176,3184
2022-41,Reefer,40,C,6352,30352,24000
2022-41,Reefer,40,E,560,1104,544
2022-41,Reefer,40,F,6112,1488,-4624
2022-41,Reefer,40,G,3984,2832,-1152
2022-42,Dry,20,A,61056,31632,-29424
2022-42,Dry,20,B,99504,121568,22064
2022-42,Dry,20,C,24176,30320,6144
2022-42,Dry,20,D,576,16,-560
2022-42,Dry,20,E,8128,20032,11904
2022-42,Dry,20,F,8192,1152,-7040
2022-42,Dry,20,G,19728,5088,-14640
2022-42,Dry,40,A,88256,47136,-41120
2022-42,Dry,40,B,118496,156960,38464
2022-42,Dry,40,C,22608,48352,25744
2022-42,Dry,40,D,464,16,-448
2022-42,Dry,40,E,21232,31888,10656
2022-42,Dry,40,F,17232,1952,-15280
2022-42,Dry,40,G,12240,9008,-3232
2022-42,Reefer,20,A,512,48,-464
2022-42,Reefer,20,B,304,144,-160
2022-42,Reefer,20,C,112,48,-64
2022-42,Reefer,20,E,64,96,32
2022-42,Reefer,20,F,128,0,-128
2022-42,Reefer,20,G,48,48,0
2022-42,Reefer,40,A,19264,1344,-17920
2022-42,Reefer,40,B,22464,19520,-2944
2022-42,Reefer,40,C,9616,14848,5232
2022-42,Reefer,40,E,672,528,-144
2022-42,Reefer,40,F,3312,240,-3072
2022-42,Reefer,40,G,5952,2352,-3600
2022-43,Dry,20,A,50864,26464,-24400
2022-43,Dry,20,B,79536,81424,1888
2022-43,Dry,20,C,23568,21648,-1920
2022-43,Dry,20,E,15776,17632,1856
2022-43,Dry,20,F,9664,8288,-1376
2022-43,Dry,20,G,29168,6912,-22256
2022-43,Dry,40,A,77568,53536,-24032
2022-43,Dry,40,B,126272,102640,-23632
2022-43,Dry,40,C,23120,35392,12272
2022-43,Dry,40,D,192,0,-192
2022-43,Dry,40,E,31408,22336,-9072
2022-43,Dry,40,F,21312,21888,576
2022-43,Dry,40,G,17712,14768,-2944
2022-43,Reefer,20,A,432,32,-400
2022-43,Reefer,20,B,80,624,544
2022-43,Reefer,20,C,160,176,16
2022-43,Reefer,20,E,80,112,32
2022-43,Reefer,20,F,304,48,-256
2022-43,Reefer,20,G,32,0,-32
2022-43,Reefer,40,A,19536,5760,-13776
2022-43,Reefer,40,B,13488,13344,-144
2022-43,Reefer,40,C,17280,4272,-13008
2022-43,Reefer,40,E,1280,784,-496
2022-43,Reefer,40,F,2816,1264,-1552
2022-43,Reefer,40,G,8432,2112,-6320
2022-44,Dry,20,A,66480,41344,-25136
2022-44,Dry,20,B,117488,83024,-34464
2022-44,Dry,20,C,13488,37888,24400
2022-44,Dry,20,D,608,96,-512
2022-44,Dry,20,E,9104,12688,3584
2022-44,Dry,20,F,8640,6304,-2336
2022-44,Dry,20,G,30528,6048,-24480
2022-44,Dry,40,A,72880,70224,-2656
2022-44,Dry,40,B,123616,122960,-656
2022-44,Dry,40,C,16784,42768,25984
2022-44,Dry,40,D,672,272,-400
2022-44,Dry,40,E,14112,12320,-1792
2022-44,Dry,40,F,16480,6464,-10016
2022-44,Dry,40,G,13872,13104,-768
2022-44,Reefer,20,A,400,32,-368
2022-44,Reefer,20,B,736,160,-576
2022-44,Reefer,20,C,192,16,-176
2022-44,Reefer,20,E,64,32,-32
2022-44,Reefer,20,F,336,96,-240
2022-44,Reefer,20,G,112,16,-96
2022-44,Reefer,40,A,15392,3680,-11712
2022-44,Reefer,40,B,14352,15232,880
2022-44,Reefer,40,C,8928,8064,-864
2022-44,Reefer,40,E,512,432,-80
2022-44,Reefer,40,F,4288,560,-3728
2022-44,Reefer,40,G,5552,1200,-4352
2022-45,Dry,20,A,52368,28448,-23920
2022-45,Dry,20,B,81520,80304,-1216
2022-45,Dry,20,C,14272,12416,-1856
2022-45,Dry,20,E,13920,21984,8064
2022-45,Dry,20,F,9504,5472,-4032
2022-45,Dry,20,G,31200,8128,-23072
2022-45,Dry,40,A,76096,43440,-32656
2022-45,Dry,40,B,132240,102112,-30128
2022-45,Dry,40,C,18720,26848,8128
2022-45,Dry,40,D,16,176,160
2022-45,Dry,40,E,31824,37328,5504
2022-45,Dry,40,F,19872,19264,-608
2022-45,Dry,40,G,15168,18016,2848
2022-45,Reefer,20,A,144,0,-144
2022-45,Reefer,20,B,96,288,192
2022-45,Reefer,20,C,32,80,48
2022-45,Reefer,20,E,16,192,176
2022-45,Reefer,20,F,368,48,-320
2022-45,Reefer,20,G,112,0,-112
2022-45,Reefer,40,A,17504,2304,-15200
2022-45,Reefer,40,B,15008,10944,-4064
2022-45,Reefer,40,C,14048,8896,-5152
2022-45,Reefer,40,D,0,16,16
2022-45,Reefer,40,E,1168,592,-576
2022-45,Reefer,40,F,2976,816,-2160
2022-45,Reefer,40,G,9664,3600,-6064
2022-46,Dry,20,A,54640,24480,-30160
2022-46,Dry,20,B,76096,106480,30384
2022-46,Dry,20,C,27280,24016,-3264
2022-46,Dry,20,D,192,592,400
2022-46,Dry,20,E,13344,18576,5232
2022-46,Dry,20,F,6800,1584,-5216
2022-46,Dry,20,G,26000,3984,-22016
2022-46,Dry,40,A,64224,45504,-18720
2022-46,Dry,40,B,102304,119552,17248
2022-46,Dry,40,C,33408,36176,2768
2022-46,Dry,40,D,1216,512,-704
2022-46,Dry,40,E,21424,22864,1440
2022-46,Dry,40,F,11840,1888,-9952
2022-46,Dry,40,G,13200,9840,-3360
2022-46,Reefer,20,A,384,96,-288
2022-46,Reefer,20,B,592,656,64
2022-46,Reefer,20,C,144,160,16
2022-46,Reefer,20,E,32,32,0
2022-46,Reefer,20,F,144,0,-144
2022-46,Reefer,20,G,32,96,64
2022-46,Reefer,40,A,14912,5856,-9056
2022-46,Reefer,40,B,15696,16272,576
2022-46,Reefer,40,C,15760,13472,-2288
2022-46,Reefer,40,E,656,720,64
2022-46,Reefer,40,F,1504,384,-1120
2022-46,Reefer,40,G,8640,2096,-6544
2022-47,Dry,20,A,76000,27264,-48736
2022-47,Dry,20,B,69904,71776,1872
2022-47,Dry,20,C,15888,12544,-3344
2022-47,Dry,20,E,11312,9744,-1568
2022-47,Dry,20,F,9920,3536,-6384
2022-47,Dry,20,G,33136,9136,-24000
2022-47,Dry,40,A,83888,44320,-39568
2022-47,Dry,40,B,101440,74576,-26864
2022-47,Dry,40,C,20928,22368,1440
2022-47,Dry,40,D,64,480,416
2022-47,Dry,40,E,23184,7264,-15920
2022-47,Dry,40,F,16192,9920,-6272
2022-47,Dry,40,G,13264,21840,8576
2022-47,Reefer,20,A,384,32,-352
2022-47,Reefer,20,B,304,176,-128
2022-47,Reefer,20,C,48,48,0
2022-47,Reefer,20,E,80,0,-80
2022-47,Reefer,20,F,496,32,-464
2022-47,Reefer,20,G,128,16,-112
2022-47,Reefer,40,A,18832,2064,-16768
2022-47,Reefer,40,B,8176,4336,-3840
2022-47,Reefer,40,C,15920,6848,-9072
2022-47,Reefer,40,E,880,576,-304
2022-47,Reefer,40,F,4000,624,-3376
2022-47,Reefer,40,G,10400,1472,-8928
2022-48,Dry,20,A,41024,35664,-5360
2022-48,Dry,20,B,105424,113200,7776
2022-48,Dry,20,C,19648,29600,9952
2022-48,Dry,20,D,304,64,-240
2022-48,Dry,20,E,14864,20112,5248
2022-48,Dry,20,F,12272,2368,-9904
2022-48,Dry,20,G,25456,4368,-21088
2022-48,Dry,40,A,62112,66464,4352
2022-48,Dry,40,B,119952,145728,25776
2022-48,Dry,40,C,24336,48352,24016
2022-48,Dry,40,D,2496,192,-2304
2022-48,Dry,40,E,36976,29232,-7744
2022-48,Dry,40,F,18208,9424,-8784
2022-48,Dry,40,G,14096,11344,-2752
2022-48,Reefer,20,A,352,16,-336
2022-48,Reefer,20,B,368,400,32
2022-48,Reefer,20,C,288,240,-48
2022-48,Reefer,20,E,144,32,-112
2022-48,Reefer,20,F,128,32,-96
2022-48,Reefer,20,G,16,80,64
2022-48,Reefer,40,A,14640,6672,-7968
2022-48,Reefer,40,B,16688,22000,5312
2022-48,Reefer,40,C,16288,9728,-6560
2022-48,Reefer,40,E,1408,544,-864
2022-48,Reefer,40,F,3552,832,-2720
2022-48,Reefer,40,G,6464,2192,-4272
2022-49,Dry,20,A,59664,31536,-28128
2022-49,Dry,20,B,106208,122656,16448
2022-49,Dry,20,C,27568,16864,-10704
2022-49,Dry,20,D,0,64,64
2022-49,Dry,20,E,12656,21120,8464
2022-49,Dry,20,F,8688,7264,-1424
2022-49,Dry,20,G,19216,6080,-13136
2022-49,Dry,40,A,91744,68304,-23440
2022-49,Dry,40,B,126272,160032,33760
2022-49,Dry,40,C,29424,31328,1904
2022-49,Dry,40,D,272,256,-16
2022-49,Dry,40,E,31456,29632,-1824
2022-49,Dry,40,F,14976,20176,5200
2022-49,Dry,40,G,12848,17824,4976
2022-49,Reefer,20,A,528,48,-480
