weekyear,Equipment Type,Container Size,Location,Export Units,Import Units,Imbalance
2023-21,Reefer,20,A,352,48,-304
2023-21,Reefer,20,B,288,176,-112
2023-21,Reefer,20,C,160,64,-96
2023-21,Reefer,20,E,96,64,-32
2023-21,Reefer,20,F,192,16,-176
2023-21,Reefer,20,G,64,16,-48
2023-21,Reefer,40,A,12096,8928,-3168
2023-21,Reefer,40,B,21504,19904,-1600
2023-21,Reefer,40,C,4128,19936,15808
2023-21,Reefer,40,D,0,48,48
2023-21,Reefer,40,E,816,1600,784
2023-21,Reefer,40,F,2128,640,-1488
2023-21,Reefer,40,G,4272,2384,-1888
2023-22,Dry,20,A,38608,31808,-6800
2023-22,Dry,20,B,129520,141600,12080
2023-22,Dry,20,C,15712,20768,5056
2023-22,Dry,20,D,128,3824,3696
2023-22,Dry,20,E,9744,18160,8416
2023-22,Dry,20,F,8064,4528,-3536
2023-22,Dry,20,G,32096,8656,-23440
2023-22,Dry,40,A,73056,43712,-29344
2023-22,Dry,40,B,168384,148496,-19888
2023-22,Dry,40,C,23824,38480,14656
2023-22,Dry,40,D,288,64,-224
2023-22,Dry,40,E,16944,34672,17728
2023-22,Dry,40,F,18352,10112,-8240
2023-22,Dry,40,G,21168,23552,2384
2023-22,Reefer,20,A,448,48,-400
2023-22,Reefer,20,B,96,144,48
2023-22,Reefer,20,C,192,64,-128
2023-22,Reefer,20,E,112,64,-48
2023-22,Reefer,20,F,192,16,-176
2023-22,Reefer,20,G,16,0,-16
2023-22,Reefer,40,A,13840,9104,-4736
2023-22,Reefer,40,B,18656,19936,1280
2023-22,Reefer,40,C,4576,21488,16912
2023-22,Reefer,40,E,784,1072,288
2023-22,Reefer,40,F,2416,832,-1584
2023-22,Reefer,40,G,5520,2080,-3440
2023-23,Dry,20,A,60624,45504,-15120
2023-23,Dry,20,B,140064,102640,-37424
2023-23,Dry,20,C,13632,28032,14400
2023-23,Dry,20,E,11696,18784,7088
2023-23,Dry,20,F,7008,5504,-1504
2023-23,Dry,20,G,25920,10416,-15504
2023-23,Dry,40,A,79840,70928,-8912
2023-23,Dry,40,B,165728,158752,-6976
2023-23,Dry,40,C,19408,53008,33600
2023-23,Dry,40,D,352,0,-352
2023-23,Dry,40,E,29904,23840,-6064
2023-23,Dry,40,F,18944,17472,-1472
2023-23,Dry,40,G,20160,27392,7232
2023-23,Reefer,20,A,608,0,-608
2023-23,Reefer,20,B,288,192,-96
2023-23,Reefer,20,C,144,48,-96
2023-23,Reefer,20,E,16,64,48
2023-23,Reefer,20,F,112,16,-96
2023-23,Reefer,20,G,48,128,80
2023-23,Reefer,40,A,16016,5360,-10656
2023-23,Reefer,40,B,21072,17504,-3568
2023-23,Reefer,40,C,3568,23376,19808
2023-23,Reefer,40,E,1232,1552,320
2023-23,Reefer,40,F,2816,1120,-1696
2023-23,Reefer,40,G,5152,1760,-3392
2023-24,Dry,20,A,54112,40944,-13168
2023-24,Dry,20,B,126288,120864,-5424
2023-24,Dry,20,C,15936,20464,4528
2023-24,Dry,20,D,0,2400,2400
2023-24,Dry,20,E,9712,13760,4048
2023-24,Dry,20,F,6880,4320,-2560
2023-24,Dry,20,G,28912,6528,-22384
2023-24,Dry,40,A,75568,51536,-24032
2023-24,Dry,40,B,148880,139376,-9504
2023-24,Dry,40,C,24608,41616,17008
2023-24,Dry,40,D,464,16,-448
2023-24,Dry,40,E,20128,16960,-3168
2023-24,Dry,40,F,19472,14096,-5376
2023-24,Dry,40,G,14912,24032,9120
2023-24,Reefer,20,A,416,0,-416
2023-24,Reefer,20,B,368,448,80
2023-24,Reefer,20,C,192,64,-128
2023-24,Reefer,20,E,144,0,-144
2023-24,Reefer,20,F,320,32,-288
2023-24,Reefer,20,G,64,0,-64
2023-24,Reefer,40,A,16464,4432,-12032
2023-24,Reefer,40,B,15872,19792,3920
2023-24,Reefer,40,C,6032,17472,11440
2023-24,Reefer,40,E,832,400,-432
2023-24,Reefer,40,F,2976,832,-2144
2023-24,Reefer,40,G,4048,3024,-1024
2023-25,Dry,20,A,61328,28800,-32528
2023-25,Dry,20,B,94592,96448,1856
2023-25,Dry,20,C,18592,28880,10288
2023-25,Dry,20,D,0,6896,6896
2023-25,Dry,20,E,13936,14752,816
2023-25,Dry,20,F,8048,4560,-3488
2023-25,Dry,20,G,32816,9776,-23040
2023-25,Dry,40,A,87824,53280,-34544
2023-25,Dry,40,B,159792,122736,-37056
2023-25,Dry,40,C,25104,48832,23728
2023-25,Dry,40,D,1312,32,-1280
2023-25,Dry,40,E,24560,23920,-640
2023-25,Dry,40,F,22496,7184,-15312
2023-25,Dry,40,G,21104,25840,4736
2023-25,Reefer,20,A,608,32,-576
2023-25,Reefer,20,B,144,224,80
2023-25,Reefer,20,C,144,208,64
2023-25,Reefer,20,E,160,192,32
2023-25,Reefer,20,F,192,16,-176
2023-25,Reefer,20,G,144,64,-80
2023-25,Reefer,40,A,15600,8592,-7008
2023-25,Reefer,40,B,14800,12560,-2240
2023-25,Reefer,40,C,5744,28080,22336
2023-25,Reefer,40,E,800,1248,448
2023-25,Reefer,40,F,3696,608,-3088
2023-25,Reefer,40,G,4336,2272,-2064
2023-26,Dry,20,A,68112,31888,-36224
2023-26,Dry,20,B,103920,67936,-35984
2023-26,Dry,20,C,14608,23104,8496
2023-26,Dry,20,D,432,176,-256
2023-26,Dry,20,E,13680,18272,4592
2023-26,Dry,20,F,7696,5984,-1712
2023-26,Dry,20,G,33008,12304,-20704
2023-26,Dry,40,A,84640,51760,-32880
2023-26,Dry,40,B,126032,109072,-16960
2023-26,Dry,40,C,23232,52400,29168
2023-26,Dry,40,D,400,64,-336
2023-26,Dry,40,E,22384,26784,4400
2023-26,Dry,40,F,19248,17776,-1472
2023-26,Dry,40,G,21824,22224,400
2023-26,Reefer,20,A,528,16,-512
2023-26,Reefer,20,B,304,96,-208
2023-26,Reefer,20,C,192,80,-112
2023-26,Reefer,20,E,48,32,-16
2023-26,Reefer,20,F,272,112,-160
2023-26,Reefer,20,G,16,32,16
2023-26,Reefer,40,A,12336,5072,-7264
2023-26,Reefer,40,B,11408,8304,-3104
2023-26,Reefer,40,C,4640,20784,16144
2023-26,Reefer,40,D,32,0,-32
2023-26,Reefer,40,E,944,1136,192
2023-26,Reefer,40,F,3152,912,-2240
2023-26,Reefer,40,G,6592,1056,-5536
2023-27,Dry,20,A,57632,26576,-31056
2023-27,Dry,20,B,101072,121392,20320
2023-27,Dry,20,C,15264,14848,-416
2023-27,Dry,20,D,0,6016,6016
2023-27,Dry,20,E,9104,11216,2112
2023-27,Dry,20,F,7360,5328,-2032
2023-27,Dry,20,G,24512,5664,-18848
2023-27,Dry,40,A,81872,49952,-31920
2023-27,Dry,40,B,145344,155056,9712
2023-27,Dry,40,C,22256,37232,14976
2023-27,Dry,40,D,1296,80,-1216
2023-27,Dry,40,E,30240,19936,-10304
2023-27,Dry,40,F,19568,15504,-4064
2023-27,Dry,40,G,16720,15088,-1632
2023-27,Reefer,20,A,576,32,-544
2023-27,Reefer,20,B,208,256,48
2023-27,Reefer,20,C,80,80,0
2023-27,Reefer,20,E,96,112,16
2023-27,Reefer,20,F,336,16,-320
2023-27,Reefer,20,G,16,0,-16
2023-27,Reefer,40,A,14368,3952,-10416
2023-27,Reefer,40,B,9760,16016,6256
2023-27,Reefer,40,C,3808,12816,9008
2023-27,Reefer,40,D,32,0,-32
2023-27,Reefer,40,E,1232,1056,-176
2023-27,Reefer,40,F,3536,944,-2592
2023-27,Reefer,40,G,3776,1392,-2384
2023-28,Dry,20,A,57056,24976,-32080
2023-28,Dry,20,B,115456,102960,-12496
2023-28,Dry,20,C,15392,15856,464
2023-28,Dry,20,E,15712,11168,-4544
2023-28,Dry,20,F,6784,4176,-2608
2023-28,Dry,20,G,29216,14128,-15088
2023-28,Dry,40,A,72480,39040,-33440
2023-28,Dry,40,B,158064,138000,-20064
2023-28,Dry,40,C,20384,28304,7920
2023-28,Dry,40,D,32,16,-16
2023-28,Dry,40,E,23392,19024,-4368
2023-28,Dry,40,F,17712,7472,-10240
2023-28,Dry,40,G,16448,30704,14256
2023-28,Reefer,20,A,560,0,-560
2023-28,Reefer,20,B,320,464,144
2023-28,Reefer,20,C,80,16,-64
2023-28,Reefer,20,E,128,128,0
2023-28,Reefer,20,F,192,32,-160
2023-28,Reefer,20,G,16,32,16
2023-28,Reefer,40,A,15296,4928,-10368
2023-28,Reefer,40,B,17584,12768,-4816
2023-28,Reefer,40,C,2976,17712,14736
2023-28,Reefer,40,D,0,16,16
2023-28,Reefer,40,E,976,1600,624
2023-28,Reefer,40,F,3168,912,-2256
2023-28,Reefer,40,G,4928,1952,-2976
2023-29,Dry,20,A,50176,32944,-17232
2023-29,Dry,20,B,102560,129328,26768
2023-29,Dry,20,C,10656,24848,14192
2023-29,Dry,20,D,0,6672,6672
2023-29,Dry,20,E,9376,12576,3200
2023-29,Dry,20,F,6176,4416,-1760
2023-29,Dry,20,G,25056,12080,-12976
2023-29,Dry,40,A,68784,72848,4064
2023-29,Dry,40,B,142384,155424,13040
2023-29,Dry,40,C,19312,45808,26496
2023-29,Dry,40,D,1936,112,-1824
2023-29,Dry,40,E,22368,19648,-2720
2023-29,Dry,40,F,16112,16896,784
2023-29,Dry,40,G,16016,25024,9008
2023-29,Reefer,20,A,512,32,-480
2023-29,Reefer,20,B,448,384,-64
2023-29,Reefer,20,C,112,112,0
2023-29,Reefer,20,E,112,112,0
2023-29,Reefer,20,F,352,0,-352
2023-29,Reefer,20,G,32,144,112
2023-29,Reefer,40,A,14688,3360,-11328
2023-29,Reefer,40,B,11888,12192,304
2023-29,Reefer,40,C,5056,6128,1072
2023-29,Reefer,40,D,32,0,-32
2023-29,Reefer,40,E,864,1344,480
2023-29,Reefer,40,F,3056,896,-2160
2023-29,Reefer,40,G,3568,992,-2576
2023-30,Dry,20,A,59776,27488,-32288
2023-30,Dry,20,B,125792,116080,-9712
2023-30,Dry,20,C,18416,24112,5696
2023-30,Dry,20,D,0,544,544
2023-30,Dry,20,E,25328,17328,-8000
2023-30,Dry,20,F,6928,6144,-784
2023-30,Dry,20,G,27120,8336,-18784
2023-30,Dry,40,A,68784,45232,-23552
2023-30,Dry,40,B,153728,134352,-19376
2023-30,Dry,40,C,24256,43328,19072
2023-30,Dry,40,D,144,0,-144
2023-30,Dry,40,E,33952,25104,-8848
2023-30,Dry,40,F,19408,15824,-3584
2023-30,Dry,40,G,12272,23216,10944
2023-30,Reefer,20,A,272,32,-240
2023-30,Reefer,20,B,240,272,32
2023-30,Reefer,20,C,272,192,-80
2023-30,Reefer,20,E,256,48,-208
2023-30,Reefer,20,F,240,0,-240
2023-30,Reefer,20,G,64,0,-64
2023-30,Reefer,40,A,12496,6416,-6080
2023-30,Reefer,40,B,8736,11136,2400
2023-30,Reefer,40,C,5440,17040,11600
2023-30,Reefer,40,D,32,0,-32
2023-30,Reefer,40,E,1312,1136,-176
2023-30,Reefer,40,F,4208,576,-3632
2023-30,Reefer,40,G,3920,1344,-2576
2023-31,Dry,20,A,47680,21920,-25760
2023-31,Dry,20,B,90960,113280,22320
2023-31,Dry,20,C,13200,21984,8784
2023-31,Dry,20,D,112,0,-112
2023-31,Dry,20,E,12320,15504,3184
2023-31,Dry,20,F,6752,6320,-432
2023-31,Dry,20,G,37264,10480,-26784
2023-31,Dry,40,A,68896,48064,-20832
2023-31,Dry,40,B,119360,141552,22192
2023-31,Dry,40,C,19776,39584,19808
2023-31,Dry,40,D,1568,0,-1568
2023-31,Dry,40,E,22352,22736,384
2023-31,Dry,40,F,15648,16400,752
2023-31,Dry,40,G,17392,23472,6080
2023-31,Reefer,20,A,512,48,-464
2023-31,Reefer,20,B,352,592,240
2023-31,Reefer,20,C,192,64,-128
2023-31,Reefer,20,E,192,96,-96
2023-31,Reefer,20,F,400,0,-400
2023-31,Reefer,20,G,16,96,80
2023-31,Reefer,40,A,12064,3856,-8208
2023-31,Reefer,40,B,13392,13552,160
2023-31,Reefer,40,C,5136,24000,18864
2023-31,Reefer,40,E,1008,1008,0
2023-31,Reefer,40,F,3040,480,-2560
2023-31,Reefer,40,G,4608,1344,-3264
2023-32,Dry,20,A,56032,31744,-24288
2023-32,Dry,20,B,110064,103664,-6400
2023-32,Dry,20,C,13072,24112,11040
2023-32,Dry,20,D,0,5728,5728
2023-32,Dry,20,E,12352,15440,3088
2023-32,Dry,20,F,7280,3184,-4096
2023-32,Dry,20,G,21680,7632,-14048
2023-32,Dry,40,A,75824,49600,-26224
2023-32,Dry,40,B,129520,134304,4784
2023-32,Dry,40,C,23920,43200,19280
2023-32,Dry,40,D,576,64,-512
2023-32,Dry,40,E,24752,19968,-4784
2023-32,Dry,40,F,14848,7744,-7104
2023-32,Dry,40,G,14928,18016,3088
2023-32,Reefer,20,A,512,32,-480
2023-32,Reefer,20,B,704,448,-256
2023-32,Reefer,20,C,336,160,-176
2023-32,Reefer,20,E,144,144,0
2023-32,Reefer,20,F,272,16,-256
2023-32,Reefer,20,G,32,64,32
2023-32,Reefer,40,A,14992,3584,-11408
2023-32,Reefer,40,B,16400,16640,240
2023-32,Reefer,40,C,5632,19952,14320
2023-32,Reefer,40,E,944,1344,400
2023-32,Reefer,40,F,2768,656,-2112
2023-32,Reefer,40,G,3808,1136,-2672
2023-33,Dry,20,A,40080,34496,-5584
2023-33,Dry,20,B,156976,132576,-24400
2023-33,Dry,20,C,11952,30912,18960
2023-33,Dry,20,D,160,1664,1504
2023-33,Dry,20,E,15824,19168,3344
2023-33,Dry,20,F,6320,6096,-224
2023-33,Dry,20,G,22800,9712,-13088
2023-33,Dry,40,A,55376,63968,8592
2023-33,Dry,40,B,161344,135888,-25456
2023-33,Dry,40,C,15216,36448,21232
2023-33,Dry,40,D,1008,96,-912
2023-33,Dry,40,E,25360,21904,-3456
2023-33,Dry,40,F,12032,14288,2256
2023-33,Dry,40,G,12624,21920,9296
2023-33,Reefer,20,A,480,16,-464
2023-33,Reefer,20,B,544,288,-256
2023-33,Reefer,20,C,112,192,80
2023-33,Reefer,20,E,144,64,-80
2023-33,Reefer,20,F,160,48,-112
2023-33,Reefer,20,G,16,0,-16
2023-33,Reefer,40,A,11360,3280,-8080
2023-33,Reefer,40,B,13744,12640,-1104
2023-33,Reefer,40,C,3264,14256,10992
2023-33,Reefer,40,D,32,0,-32
2023-33,Reefer,40,E,912,992,80
2023-33,Reefer,40,F,2656,688,-1968
2023-33,Reefer,40,G,4080,1152,-2928
2023-34,Dry,20,A,48160,44448,-3712
2023-34,Dry,20,B,95936,93312,-2624
2023-34,Dry,20,C,15872,23088,7216
2023-34,Dry,20,D,0,4048,4048
2023-34,Dry,20,E,12960,11552,-1408
2023-34,Dry,20,F,4320,4176,-144
2023-34,Dry,20,G,19440,10048,-9392
2023-34,Dry,40,A,71808,70032,-1776
2023-34,Dry,40,B,134000,119152,-14848
2023-34,Dry,40,C,24336,35504,11168
2023-34,Dry,40,D,336,160,-176
2023-34,Dry,40,E,24928,17392,-7536
2023-34,Dry,40,F,9728,15168,5440
2023-34,Dry,40,G,9472,19168,9696
2023-34,Reefer,20,A,640,48,-592
2023-34,Reefer,20,B,128,144,16
2023-34,Reefer,20,C,144,208,64
2023-34,Reefer,20,E,80,64,-16
2023-34,Reefer,20,F,192,16,-176
2023-34,Reefer,20,G,32,96,64
2023-34,Reefer,40,A,13472,4144,-9328
2023-34,Reefer,40,B,14320,12880,-1440
2023-34,Reefer,40,C,6176,17184,11008
2023-34,Reefer,40,E,1088,816,-272
2023-34,Reefer,40,F,2320,416,-1904
2023-34,Reefer,40,G,3840,1040,-2800
2023-35,Dry,20,A,46000,31648,-14352
2023-35,Dry,20,B,106640,113680,7040
2023-35,Dry,20,C,13376,26320,12944
2023-35,Dry,20,D,160,2704,2544
2023-35,Dry,20,E,10880,14048,3168
2023-35,Dry,20,F,6768,6320,-448
2023-35,Dry,20,G,23520,9616,-13904
2023-35,Dry,40,A,63664,65824,2160
2023-35,Dry,40,B,131296,138048,6752
2023-35,Dry,40,C,23440,45952,22512
2023-35,Dry,40,D,1104,144,-960
2023-35,Dry,40,E,18928,14768,-4160
2023-35,Dry,40,F,17232,20240,3008
2023-35,Dry,40,G,13008,20096,7088
2023-35,Reefer,20,A,352,48,-304
2023-35,Reefer,20,B,304,384,80
2023-35,Reefer,20,C,256,80,-176
2023-35,Reefer,20,E,16,64,48
2023-35,Reefer,20,F,224,0,-224
2023-35,Reefer,20,G,16,32,16
2023-35,Reefer,40,A,9776,3456,-6320
2023-35,Reefer,40,B,14624,12976,-1648
2023-35,Reefer,40,C,4096,24096,20000
2023-35,Reefer,40,D,16,16,0
2023-35,Reefer,40,E,896,848,-48
2023-35,Reefer,40,F,3344,624,-2720
2023-35,Reefer,40,G,4512,976,-3536
2023-36,Dry,20,A,47584,22624,-24960
2023-36,Dry,20,B,105872,97280,-8592
2023-36,Dry,20,C,10144,18304,8160
2023-36,Dry,20,D,672,1872,1200
2023-36,Dry,20,E,20048,21104,1056
2023-36,Dry,20,F,6192,5184,-1008
2023-36,Dry,20,G,25584,10752,-14832
2023-36,Dry,40,A,70192,46784,-23408
2023-36,Dry,40,B,111296,106528,-4768
2023-36,Dry,40,C,15664,27632,11968
2023-36,Dry,40,D,1008,96,-912
2023-36,Dry,40,E,30592,25744,-4848
2023-36,Dry,40,F,14624,10880,-3744
2023-36,Dry,40,G,13824,14624,800
2023-36,Reefer,20,A,464,64,-400
2023-36,Reefer,20,B,416,432,16
2023-36,Reefer,20,C,192,32,-160
2023-36,Reefer,20,E,160,64,-96
2023-36,Reefer,20,F,256,48,-208
2023-36,Reefer,20,G,0,16,16
2023-36,Reefer,40,A,14688,3920,-10768
2023-36,Reefer,40,B,11616,13792,2176
2023-36,Reefer,40,C,3808,6960,3152
2023-36,Reefer,40,D,32,0,-32
2023-36,Reefer,40,E,1392,1152,-240
2023-36,Reefer,40,F,3280,560,-2720
2023-36,Reefer,40,G,3648,1440,-2208
2023-37,Dry,20,A,49728,30064,-19664
2023-37,Dry,20,B,79072,93600,14528
2023-37,Dry,20,C,15296,25648,10352
2023-37,Dry,20,E,16528,16224,-304
2023-37,Dry,20,F,4768,2464,-2304
2023-37,Dry,20,G,27408,11712,-15696
2023-37,Dry,40,A,71568,49888,-21680
2023-37,Dry,40,B,110176,123920,13744
2023-37,Dry,40,C,18576,36448,17872
2023-37,Dry,40,E,22800,21088,-1712
2023-37,Dry,40,F,12080,7392,-4688
2023-37,Dry,40,G,19504,28864,9360
2023-37,Reefer,20,A,448,16,-432
2023-37,Reefer,20,B,336,256,-80
2023-37,Reefer,20,C,208,176,-32
2023-37,Reefer,20,E,48,112,64
2023-37,Reefer,20,F,224,0,-224
2023-37,Reefer,20,G,48,0,-48
2023-37,Reefer,40,A,14624,2672,-11952
2023-37,Reefer,40,B,13584,13072,-512
2023-37,Reefer,40,C,4912,6000,1088
2023-37,Reefer,40,E,1184,656,-528
2023-37,Reefer,40,F,1936,368,-1568
2023-37,Reefer,40,G,6896,1360,-5536
2023-38,Dry,20,A,50160,22048,-28112
2023-38,Dry,20,B,100400,90112,-10288
2023-38,Dry,20,C,16784,25488,8704
2023-38,Dry,20,D,592,2896,2304
2023-38,Dry,20,E,11040,15200,4160
2023-38,Dry,20,F,6752,7200,448
2023-38,Dry,20,G,21280,11008,-10272
2023-38,Dry,40,A,70736,39632,-31104
2023-38,Dry,40,B,124576,142224,17648
2023-38,Dry,40,C,21584,35440,13856
2023-38,Dry,40,D,1328,6880,5552
2023-38,Dry,40,E,24672,17232,-7440
2023-38,Dry,40,F,20848,19632,-1216
2023-38,Dry,40,G,14192,24160,9968
2023-38,Reefer,20,A,640,16,-624
2023-38,Reefer,20,B,128,544,416
2023-38,Reefer,20,C,240,48,-192
2023-38,Reefer,20,E,32,64,32
2023-38,Reefer,20,F,240,0,-240
2023-38,Reefer,20,G,32,48,16
2023-38,Reefer,40,A,15664,2224,-13440
2023-38,Reefer,40,B,12416,13136,720
2023-38,Reefer,40,C,5776,33264,27488
2023-38,Reefer,40,D,0,608,608
2023-38,Reefer,40,E,1248,672,-576
2023-38,Reefer,40,F,3392,656,-2736
2023-38,Reefer,40,G,6352,976,-5376
2023-39,Dry,20,A,46592,26096,-20496
2023-39,Dry,20,B,95024,89376,-5648
2023-39,Dry,20,C,15920,24240,8320
2023-39,Dry,20,D,160,112,-48
2023-39,Dry,20,E,16448,13680,-2768
2023-39,Dry,20,F,5984,5024,-960
2023-39,Dry,20,G,24400,10944,-13456
2023-39,Dry,40,A,73296,45600,-27696
2023-39,Dry,40,B,145152,136112,-9040
2023-39,Dry,40,C,23088,33024,9936
2023-39,Dry,40,D,464,240,-224
2023-39,Dry,40,E,22656,16560,-6096
2023-39,Dry,40,F,12592,11936,-656
2023-39,Dry,40,G,15840,24576,8736
2023-39,Reefer,20,A,528,64,-464
2023-39,Reefer,20,B,656,288,-368
2023-39,Reefer,20,C,112,112,0
2023-39,Reefer,20,E,80,80,0
2023-39,Reefer,20,F,176,32,-144
2023-39,Reefer,20,G,80,48,-32
2023-39,Reefer,40,A,12736,4320,-8416
2023-39,Reefer,40,B,15888,17296,1408
2023-39,Reefer,40,C,5568,20208,14640
2023-39,Reefer,40,E,1168,432,-736
2023-39,Reefer,40,F,2320,448,-1872
2023-39,Reefer,40,G,5376,720,-4656
2023-40,Dry,20,A,49488,27424,-22064
2023-40,Dry,20,B,95824,101728,5904
2023-40,Dry,20,C,17312,31088,13776
2023-40,Dry,20,E,13920,18272,4352
2023-40,Dry,20,F,8704,3952,-4752
2023-40,Dry,20,G,27968,8576,-19392
2023-40,Dry,40,A,70816,54688,-16128
2023-40,Dry,40,B,161376,144896,-16480
2023-40,Dry,40,C,22576,41952,19376
2023-40,Dry,40,D,688,0,-688
2023-40,Dry,40,E,24016,24320,304
2023-40,Dry,40,F,18768,11072,-7696
2023-40,Dry,40,G,16992,20688,3696
2023-40,Reefer,20,A,448,0,-448
2023-40,Reefer,20,B,368,320,-48
2023-40,Reefer,20,C,176,96,-80
2023-40,Reefer,20,E,176,96,-80
2023-40,Reefer,20,F,272,16,-256
2023-40,Reefer,20,G,64,0,-64
2023-40,Reefer,40,A,12512,4224,-8288
2023-40,Reefer,40,B,17360,14064,-3296
2023-40,Reefer,40,C,6496,26144,19648
2023-40,Reefer,40,D,32,0,-32
2023-40,Reefer,40,E,1200,1216,16
2023-40,Reefer,40,F,4080,896,-3184
2023-40,Reefer,40,G,4576,912,-3664
2023-41,Dry,20,A,48880,29104,-19776
2023-41,Dry,20,B,91200,99296,8096
2023-41,Dry,20,C,13792,35136,21344
2023-41,Dry,20,D,0,4864,4864
2023-41,Dry,20,E,14528,17776,3248
2023-41,Dry,20,F,7920,5056,-2864
2023-41,Dry,20,G,21088,8128,-12960
2023-41,Dry,40,A,66944,50928,-16016
2023-41,Dry,40,B,104544,141904,37360
2023-41,Dry,40,C,18064,31616,13552
2023-41,Dry,40,D,560,256,-304
2023-41,Dry,40,E,25024,18736,-6288
2023-41,Dry,40,F,16048,16800,752
2023-41,Dry,40,G,15360,19936,4576
2023-41,Reefer,20,A,800,0,-800
2023-41,Reefer,20,B,352,336,-16
2023-41,Reefer,20,C,128,352,224
2023-41,Reefer,20,E,64,32,-32
2023-41,Reefer,20,F,208,16,-192
2023-41,Reefer,20,G,48,32,-16
2023-41,Reefer,40,A,16128,4432,-11696
2023-41,Reefer,40,B,15088,15088,0
2023-41,Reefer,40,C,5872,20656,14784
2023-41,Reefer,40,D,0,32,32
2023-41,Reefer,40,E,1280,944,-336
2023-41,Reefer,40,F,3248,752,-2496
2023-41,Reefer,40,G,5856,2864,-2992
2023-42,Dry,20,A,63152,29232,-33920
2023-42,Dry,20,B,101312,75808,-25504
2023-42,Dry,20,C,21488,18192,-3296
2023-42,Dry,20,D,16,64,48
2023-42,Dry,20,E,21072,15776,-5296
2023-42,Dry,20,F,7600,6672,-928
2023-42,Dry,20,G,26336,5856,-20480
2023-42,Dry,40,A,79824,56272,-23552
2023-42,Dry,40,B,190688,125392,-65296
2023-42,Dry,40,C,27328,34016,6688
2023-42,Dry,40,D,656,320,-336
2023-42,Dry,40,E,28720,19520,-9200
2023-42,Dry,40,F,20464,13696,-6768
2023-42,Dry,40,G,16544,16864,320
2023-42,Reefer,20,A,464,32,-432
2023-42,Reefer,20,B,288,272,-16
2023-42,Reefer,20,C,192,128,-64
2023-42,Reefer,20,E,96,96,0
2023-42,Reefer,20,F,224,16,-208
2023-42,Reefer,20,G,0,144,144
2023-42,Reefer,40,A,16176,1792,-14384
2023-42,Reefer,40,B,17936,16608,-1328
2023-42,Reefer,40,C,7904,9056,1152
2023-42,Reefer,40,E,1312,496,-816
2023-42,Reefer,40,F,5120,480,-4640
2023-42,Reefer,40,G,6272,736,-5536
2023-43,Dry,20,A,53808,18912,-34896
2023-43,Dry,20,B,90560,124688,34128
2023-43,Dry,20,C,19664,20016,352
2023-43,Dry,20,D,0,1056,1056
2023-43,Dry,20,E,21248,13696,-7552
2023-43,Dry,20,F,8672,4704,-3968
2023-43,Dry,20,G,30976,9568,-21408
2023-43,Dry,40,A,61344,32800,-28544
2023-43,Dry,40,B,114912,149776,34864
2023-43,Dry,40,C,23536,30592,7056
2023-43,Dry,40,D,2208,64,-2144
2023-43,Dry,40,E,33408,16240,-17168
2023-43,Dry,40,F,12544,12448,-96
2023-43,Dry,40,G,22368,24544,2176
2023-43,Reefer,20,A,576,64,-512
2023-43,Reefer,20,B,304,320,16
2023-43,Reefer,20,C,240,32,-208
2023-43,Reefer,20,E,96,96,0
2023-43,Reefer,20,F,192,16,-176
2023-43,Reefer,20,G,48,0,-48
2023-43,Reefer,40,A,13840,3840,-10000
2023-43,Reefer,40,B,15936,16896,960
2023-43,Reefer,40,C,9968,5552,-4416
2023-43,Reefer,40,D,16,16,0
2023-43,Reefer,40,E,1568,608,-960
2023-43,Reefer,40,F,2720,288,-2432
2023-43,Reefer,40,G,8624,3248,-5376
2023-44,Dry,20,A,39456,14944,-24512
2023-44,Dry,20,B,99120,92304,-6816
2023-44,Dry,20,C,13504,16192,2688
2023-44,Dry,20,D,320,48,-272
2023-44,Dry,20,E,9056,13008,3952
2023-44,Dry,20,F,4928,2096,-2832
2023-44,Dry,20,G,20528,5536,-14992
2023-44,Dry,40,A,52720,25104,-27616
2023-44,Dry,40,B,113328,160560,47232
2023-44,Dry,40,C,17216,22576,5360
2023-44,Dry,40,D,1792,0,-1792
2023-44,Dry,40,E,16064,16960,896
2023-44,Dry,40,F,12240,2928,-9312
2023-44,Dry,40,G,13600,16896,3296
2023-44,Reefer,20,A,304,0,-304
2023-44,Reefer,20,B,352,416,64
2023-44,Reefer,20,C,112,48,-64
2023-44,Reefer,20,E,224,64,-160
2023-44,Reefer,20,F,176,0,-176
2023-44,Reefer,20,G,80,32,-48
2023-44,Reefer,40,A,10928,4368,-6560
2023-44,Reefer,40,B,15488,17248,1760
2023-44,Reefer,40,C,8256,14496,6240
2023-44,Reefer,40,E,1152,576,-576
2023-44,Reefer,40,F,2368,304,-2064
2023-44,Reefer,40,G,3504,2080,-1424
2023-45,Dry,20,A,42400,28992,-13408
2023-45,Dry,20,B,84736,79376,-5360
2023-45,Dry,20,C,9360,30480,21120
2023-45,Dry,20,D,0,2400,2400
2023-45,Dry,20,E,15632,10160,-5472
2023-45,Dry,20,F,8352,5376,-2976
2023-45,Dry,20,G,29216,7872,-21344
2023-45,Dry,40,A,54880,63952,9072
2023-45,Dry,40,B,144080,104608,-39472
2023-45,Dry,40,C,13264,39472,26208
2023-45,Dry,40,D,288,0,-288
2023-45,Dry,40,E,21248,5408,-15840
2023-45,Dry,40,F,14288,15360,1072
2023-45,Dry,40,G,17648,14000,-3648
2023-45,Reefer,20,A,256,64,-192
