Start Event Type,Start Event Description,Equipment Type,Unit Count,Date,Start Event Location Full
MDV,Empty discharged from vessel,40HC,1664,2022-05-27,B
MDV,Empty discharged from vessel,40HC,800,2022-05-27,F
MDV,Empty discharged from vessel,40HR,2256,2022-05-27,A
MDV,Empty discharged from vessel,40HR,2352,2022-05-27,B
MDV,Empty discharged from vessel,40HR,2320,2022-05-27,F
MDV,Empty discharged from vessel,40HR,3952,2022-05-27,G
MLV,Empty Loaded on vessel,20DV,1856,2022-05-27,A
MLV,Empty Loaded on vessel,20DV,3184,2022-05-27,B
MLV,Empty Loaded on vessel,20DV,2416,2022-05-27,G
MLV,Empty Loaded on vessel,20RE,64,2022-05-27,C
MLV,Empty Loaded on vessel,40DV,16,2022-05-27,C
MLV,Empty Loaded on vessel,40HC,3360,2022-05-27,A
MLV,Empty Loaded on vessel,40HC,3504,2022-05-27,C
MLV,Empty Loaded on vessel,40HR,4560,2022-05-27,B
MLV,Empty Loaded on vessel,40HR,1248,2022-05-27,C
MLV,Empty Loaded on vessel,40HR,2112,2022-05-27,G
MDV,Empty discharged from vessel,20DV,11408,2022-05-28,A
MDV,Empty discharged from vessel,20DV,2592,2022-05-28,B
MDV,Empty discharged from vessel,20DV,16,2022-05-28,F
MDV,Empty discharged from vessel,20DV,7424,2022-05-28,G
MDV,Empty discharged from vessel,20RE,832,2022-05-28,B
MDV,Empty discharged from vessel,20RE,16,2022-05-28,E
MDV,Empty discharged from vessel,20RE,288,2022-05-28,F
MDV,Empty discharged from vessel,40DV,352,2022-05-28,A
MDV,Empty discharged from vessel,40DV,176,2022-05-28,B
MDV,Empty discharged from vessel,40HC,3088,2022-05-28,A
MDV,Empty discharged from vessel,40HC,4864,2022-05-28,B
MDV,Empty discharged from vessel,40HR,3904,2022-05-28,A
MDV,Empty discharged from vessel,40HR,992,2022-05-28,B
MDV,Empty discharged from vessel,40HR,336,2022-05-28,F
MDV,Empty discharged from vessel,40HR,224,2022-05-28,C
MDV,Empty discharged from vessel,40HR,3248,2022-05-28,G
MLV,Empty Loaded on vessel,20DV,6000,2022-05-28,A
MLV,Empty Loaded on vessel,20DV,3872,2022-05-28,B
MLV,Empty Loaded on vessel,20DV,128,2022-05-28,C
MLV,Empty Loaded on vessel,20DV,64,2022-05-28,G
MLV,Empty Loaded on vessel,40DV,112,2022-05-28,C
MLV,Empty Loaded on vessel,40HC,3472,2022-05-28,A
MLV,Empty Loaded on vessel,40HC,5808,2022-05-28,C
MLV,Empty Loaded on vessel,40HR,32,2022-05-28,A
MLV,Empty Loaded on vessel,40HR,1968,2022-05-28,B
MLV,Empty Loaded on vessel,40HR,2224,2022-05-28,C
MDV,Empty discharged from vessel,20DV,5216,2022-05-29,A
MDV,Empty discharged from vessel,20DV,1264,2022-05-29,B
MDV,Empty discharged from vessel,20DV,16,2022-05-29,F
MDV,Empty discharged from vessel,20DV,464,2022-05-29,C
MDV,Empty discharged from vessel,20DV,18896,2022-05-29,G
MDV,Empty discharged from vessel,20RE,16,2022-05-29,A
MDV,Empty discharged from vessel,20RE,48,2022-05-29,B
MDV,Empty discharged from vessel,20RE,32,2022-05-29,G
MDV,Empty discharged from vessel,40DV,1936,2022-05-29,A
MDV,Empty discharged from vessel,40DV,112,2022-05-29,B
MDV,Empty discharged from vessel,40DV,160,2022-05-29,C
MDV,Empty discharged from vessel,40DV,400,2022-05-29,G
MDV,Empty discharged from vessel,40HC,5920,2022-05-29,A
MDV,Empty discharged from vessel,40HC,2672,2022-05-29,B
MDV,Empty discharged from vessel,40HC,96,2022-05-29,C
MDV,Empty discharged from vessel,40HC,2832,2022-05-29,G
MDV,Empty discharged from vessel,40HR,1552,2022-05-29,A
MDV,Empty discharged from vessel,40HR,288,2022-05-29,B
MDV,Empty discharged from vessel,40HR,80,2022-05-29,G
MLV,Empty Loaded on vessel,20DV,7728,2022-05-29,A
MLV,Empty Loaded on vessel,20DV,6080,2022-05-29,B
MLV,Empty Loaded on vessel,20DV,2336,2022-05-29,C
MLV,Empty Loaded on vessel,40DV,640,2022-05-29,A
MLV,Empty Loaded on vessel,40HC,19280,2022-05-29,A
MLV,Empty Loaded on vessel,40HC,880,2022-05-29,C
MLV,Empty Loaded on vessel,40HR,672,2022-05-29,B
MLV,Empty Loaded on vessel,40HR,1600,2022-05-29,C
MTD,Empty discharged from vessel,40HC,16,2022-05-29,A
MDV,Empty discharged from vessel,20DV,4624,2022-05-30,A
MDV,Empty discharged from vessel,20DV,1248,2022-05-30,B
MDV,Empty discharged from vessel,20DV,16,2022-05-30,F
MDV,Empty discharged from vessel,20DV,32,2022-05-30,C
MDV,Empty discharged from vessel,20RE,32,2022-05-30,A
MDV,Empty discharged from vessel,20RE,32,2022-05-30,B
MDV,Empty discharged from vessel,20RE,16,2022-05-30,F
MDV,Empty discharged from vessel,40DV,704,2022-05-30,A
MDV,Empty discharged from vessel,40DV,32,2022-05-30,B
MDV,Empty discharged from vessel,40DV,96,2022-05-30,G
MDV,Empty discharged from vessel,40HC,2992,2022-05-30,A
MDV,Empty discharged from vessel,40HC,3648,2022-05-30,B
MDV,Empty discharged from vessel,40HC,1152,2022-05-30,E
MDV,Empty discharged from vessel,40HC,608,2022-05-30,G
MDV,Empty discharged from vessel,40HR,10224,2022-05-30,A
MDV,Empty discharged from vessel,40HR,880,2022-05-30,B
MDV,Empty discharged from vessel,40HR,80,2022-05-30,F
MLV,Empty Loaded on vessel,20DV,1472,2022-05-30,A
MLV,Empty Loaded on vessel,20DV,1904,2022-05-30,B
MLV,Empty Loaded on vessel,20DV,1536,2022-05-30,C
MLV,Empty Loaded on vessel,20DV,1536,2022-05-30,G
MLV,Empty Loaded on vessel,40DV,320,2022-05-30,A
MLV,Empty Loaded on vessel,40DV,128,2022-05-30,C
MLV,Empty Loaded on vessel,40HC,4320,2022-05-30,A
MLV,Empty Loaded on vessel,40HC,2128,2022-05-30,B
MLV,Empty Loaded on vessel,40HC,1392,2022-05-30,C
MLV,Empty Loaded on vessel,40HR,64,2022-05-30,B
MLV,Empty Loaded on vessel,40HR,288,2022-05-30,E
MLV,Empty Loaded on vessel,40HR,32,2022-05-30,G
MTD,Empty discharged from vessel,20RE,64,2022-05-30,A
MTD,Empty discharged from vessel,40HR,16,2022-05-30,A
MDV,Empty discharged from vessel,20DV,2544,2022-05-31,A
MDV,Empty discharged from vessel,20DV,1120,2022-05-31,B
MDV,Empty discharged from vessel,20DV,20064,2022-05-31,G
MDV,Empty discharged from vessel,20RE,16,2022-05-31,A
MDV,Empty discharged from vessel,20RE,160,2022-05-31,F
MDV,Empty discharged from vessel,40DV,80,2022-05-31,A
MDV,Empty discharged from vessel,40DV,1520,2022-05-31,G
MDV,Empty discharged from vessel,40HC,2944,2022-05-31,A
MDV,Empty discharged from vessel,40HC,2320,2022-05-31,B
MDV,Empty discharged from vessel,40HC,2704,2022-05-31,E
MDV,Empty discharged from vessel,40HC,7744,2022-05-31,G
MDV,Empty discharged from vessel,40HR,96,2022-05-31,A
MDV,Empty discharged from vessel,40HR,496,2022-05-31,B
MDV,Empty discharged from vessel,40HR,800,2022-05-31,F
MDV,Empty discharged from vessel,40HR,304,2022-05-31,G
MLV,Empty Loaded on vessel,20DV,224,2022-05-31,A
MLV,Empty Loaded on vessel,20DV,512,2022-05-31,B
MLV,Empty Loaded on vessel,20DV,2624,2022-05-31,C
MLV,Empty Loaded on vessel,20DV,864,2022-05-31,G
MLV,Empty Loaded on vessel,20RE,32,2022-05-31,A
MLV,Empty Loaded on vessel,40HC,2672,2022-05-31,B
MLV,Empty Loaded on vessel,40HC,192,2022-05-31,F
MLV,Empty Loaded on vessel,40HC,128,2022-05-31,C
MLV,Empty Loaded on vessel,40HR,256,2022-05-31,A
MLV,Empty Loaded on vessel,40HR,768,2022-05-31,E
MLV,Empty Loaded on vessel,40HR,1120,2022-05-31,C
MLV,Empty Loaded on vessel,40HR,320,2022-05-31,G
MTD,Empty discharged from vessel,20DV,32,2022-05-31,C
MTD,Empty discharged from vessel,40HC,672,2022-05-31,C
MDV,Empty discharged from vessel,20DV,1200,2022-06-01,A
MDV,Empty discharged from vessel,20DV,544,2022-06-01,B
MDV,Empty discharged from vessel,20DV,464,2022-06-01,C
MDV,Empty discharged from vessel,20DV,10288,2022-06-01,G
MDV,Empty discharged from vessel,20RE,640,2022-06-01,A
MDV,Empty discharged from vessel,40DV,48,2022-06-01,A
MDV,Empty discharged from vessel,40DV,96,2022-06-01,B
MDV,Empty discharged from vessel,40DV,16,2022-06-01,C
MDV,Empty discharged from vessel,40DV,176,2022-06-01,G
MDV,Empty discharged from vessel,40HC,1888,2022-06-01,A
MDV,Empty discharged from vessel,40HC,1552,2022-06-01,B
MDV,Empty discharged from vessel,40HC,1024,2022-06-01,E
MDV,Empty discharged from vessel,40HC,1184,2022-06-01,C
MDV,Empty discharged from vessel,40HC,2352,2022-06-01,G
MDV,Empty discharged from vessel,40HR,1968,2022-06-01,A
MDV,Empty discharged from vessel,40HR,576,2022-06-01,B
MDV,Empty discharged from vessel,40HR,208,2022-06-01,F
MDV,Empty discharged from vessel,40HR,1664,2022-06-01,G
MLV,Empty Loaded on vessel,20DV,4912,2022-06-01,A
MLV,Empty Loaded on vessel,20DV,3408,2022-06-01,C
MLV,Empty Loaded on vessel,20DV,320,2022-06-01,G
MLV,Empty Loaded on vessel,40HC,2944,2022-06-01,A
MLV,Empty Loaded on vessel,40HC,5104,2022-06-01,F
MLV,Empty Loaded on vessel,40HC,4512,2022-06-01,C
MLV,Empty Loaded on vessel,40HC,336,2022-06-01,G
MLV,Empty Loaded on vessel,40HR,64,2022-06-01,A
MTD,Empty discharged from vessel,20DV,480,2022-06-01,C
MTD,Empty discharged from vessel,40HC,832,2022-06-01,C
MTL,Empty Loaded on vessel,20RE,64,2022-06-01,A
MDV,Empty discharged from vessel,20DV,2816,2022-06-02,A
MDV,Empty discharged from vessel,20DV,896,2022-06-02,F
MDV,Empty discharged from vessel,20DV,704,2022-06-02,C
MDV,Empty discharged from vessel,20DV,14784,2022-06-02,G
MDV,Empty discharged from vessel,20RE,32,2022-06-02,A
MDV,Empty discharged from vessel,40DV,416,2022-06-02,A
MDV,Empty discharged from vessel,40HC,3760,2022-06-02,A
MDV,Empty discharged from vessel,40HC,592,2022-06-02,B
MDV,Empty discharged from vessel,40HC,544,2022-06-02,E
MDV,Empty discharged from vessel,40HC,576,2022-06-02,C
MDV,Empty discharged from vessel,40HC,1824,2022-06-02,G
MDV,Empty discharged from vessel,40HR,1696,2022-06-02,A
MDV,Empty discharged from vessel,40HR,1504,2022-06-02,B
MDV,Empty discharged from vessel,40HR,704,2022-06-02,C
MDV,Empty discharged from vessel,40HR,96,2022-06-02,G
MLV,Empty Loaded on vessel,20DV,5344,2022-06-02,A
MLV,Empty Loaded on vessel,20DV,2112,2022-06-02,B
MLV,Empty Loaded on vessel,20DV,3184,2022-06-02,E
MLV,Empty Loaded on vessel,20DV,1760,2022-06-02,C
MLV,Empty Loaded on vessel,20DV,592,2022-06-02,G
MLV,Empty Loaded on vessel,20RE,48,2022-06-02,A
MLV,Empty Loaded on vessel,40HC,3136,2022-06-02,A
MLV,Empty Loaded on vessel,40HC,2560,2022-06-02,F
MLV,Empty Loaded on vessel,40HC,4880,2022-06-02,C
MLV,Empty Loaded on vessel,40HC,1232,2022-06-02,G
MLV,Empty Loaded on vessel,40HR,3136,2022-06-02,B
MTD,Empty discharged from vessel,20DV,896,2022-06-02,C
MDV,Empty discharged from vessel,20DV,12032,2022-06-03,A
MDV,Empty discharged from vessel,20DV,704,2022-06-03,B
MDV,Empty discharged from vessel,20DV,48,2022-06-03,E
MDV,Empty discharged from vessel,20DV,1312,2022-06-03,F
MDV,Empty discharged from vessel,20DV,464,2022-06-03,C
MDV,Empty discharged from vessel,20DV,11104,2022-06-03,G
MDV,Empty discharged from vessel,20RE,128,2022-06-03,A
MDV,Empty discharged from vessel,40DV,1424,2022-06-03,A
MDV,Empty discharged from vessel,40DV,208,2022-06-03,B
MDV,Empty discharged from vessel,40DV,16,2022-06-03,C
MDV,Empty discharged from vessel,40DV,144,2022-06-03,G
MDV,Empty discharged from vessel,40HC,21360,2022-06-03,A
MDV,Empty discharged from vessel,40HC,2640,2022-06-03,B
MDV,Empty discharged from vessel,40HC,1760,2022-06-03,E
MDV,Empty discharged from vessel,40HC,512,2022-06-03,F
MDV,Empty discharged from vessel,40HC,816,2022-06-03,C
MDV,Empty discharged from vessel,40HC,2880,2022-06-03,G
MDV,Empty discharged from vessel,40HR,4896,2022-06-03,A
MDV,Empty discharged from vessel,40HR,3984,2022-06-03,B
MDV,Empty discharged from vessel,40HR,3104,2022-06-03,C
MLV,Empty Loaded on vessel,20DV,1088,2022-06-03,B
MLV,Empty Loaded on vessel,20DV,1696,2022-06-03,E
MLV,Empty Loaded on vessel,20DV,128,2022-06-03,C
MLV,Empty Loaded on vessel,20DV,624,2022-06-03,G
MLV,Empty Loaded on vessel,40HC,1552,2022-06-03,C
MLV,Empty Loaded on vessel,40HC,1472,2022-06-03,G
MLV,Empty Loaded on vessel,40HR,5008,2022-06-03,B
MDV,Empty discharged from vessel,20DV,4928,2022-06-04,A
MDV,Empty discharged from vessel,20DV,2352,2022-06-04,B
MDV,Empty discharged from vessel,20DV,64,2022-06-04,E
MDV,Empty discharged from vessel,20DV,2192,2022-06-04,F
MDV,Empty discharged from vessel,20DV,11312,2022-06-04,G
MDV,Empty discharged from vessel,20RE,64,2022-06-04,F
MDV,Empty discharged from vessel,20RE,16,2022-06-04,C
MDV,Empty discharged from vessel,20RE,96,2022-06-04,G
MDV,Empty discharged from vessel,40DV,48,2022-06-04,A
MDV,Empty discharged from vessel,40DV,368,2022-06-04,B
MDV,Empty discharged from vessel,40DV,432,2022-06-04,C
MDV,Empty discharged from vessel,40HC,6800,2022-06-04,A
MDV,Empty discharged from vessel,40HC,1664,2022-06-04,B
MDV,Empty discharged from vessel,40HC,528,2022-06-04,F
MDV,Empty discharged from vessel,40HC,160,2022-06-04,C
MDV,Empty discharged from vessel,40HC,544,2022-06-04,G
MDV,Empty discharged from vessel,40HR,2288,2022-06-04,A
MDV,Empty discharged from vessel,40HR,1248,2022-06-04,B
MDV,Empty discharged from vessel,40HR,512,2022-06-04,F
MDV,Empty discharged from vessel,40HR,992,2022-06-04,C
MLV,Empty Loaded on vessel,20DV,8192,2022-06-04,A
MLV,Empty Loaded on vessel,20DV,144,2022-06-04,B
MLV,Empty Loaded on vessel,20DV,368,2022-06-04,E
MLV,Empty Loaded on vessel,20DV,800,2022-06-04,C
MLV,Empty Loaded on vessel,20RE,32,2022-06-04,A
MLV,Empty Loaded on vessel,40HC,6448,2022-06-04,A
MLV,Empty Loaded on vessel,40HR,1760,2022-06-04,C
MLV,Empty Loaded on vessel,40HR,400,2022-06-04,G
MDV,Empty discharged from vessel,20DV,8544,2022-06-05,A
MDV,Empty discharged from vessel,20DV,48,2022-06-05,B
MDV,Empty discharged from vessel,20DV,496,2022-06-05,F
MDV,Empty discharged from vessel,20DV,6400,2022-06-05,G
MDV,Empty discharged from vessel,20RE,80,2022-06-05,A
MDV,Empty discharged from vessel,20RE,144,2022-06-05,B
MDV,Empty discharged from vessel,20RE,48,2022-06-05,G
MDV,Empty discharged from vessel,40DV,464,2022-06-05,A
MDV,Empty discharged from vessel,40DV,48,2022-06-05,F
MDV,Empty discharged from vessel,40DV,192,2022-06-05,G
MDV,Empty discharged from vessel,40HC,9776,2022-06-05,A
MDV,Empty discharged from vessel,40HC,1424,2022-06-05,B
MDV,Empty discharged from vessel,40HC,960,2022-06-05,F
MDV,Empty discharged from vessel,40HC,448,2022-06-05,C
MDV,Empty discharged from vessel,40HC,6096,2022-06-05,G
MDV,Empty discharged from vessel,40HR,160,2022-06-05,A
MDV,Empty discharged from vessel,40HR,208,2022-06-05,B
MDV,Empty discharged from vessel,40HR,416,2022-06-05,F
MDV,Empty discharged from vessel,40HR,80,2022-06-05,G
MLV,Empty Loaded on vessel,20DV,7472,2022-06-05,A
MLV,Empty Loaded on vessel,20DV,288,2022-06-05,B
MLV,Empty Loaded on vessel,20DV,848,2022-06-05,C
MLV,Empty Loaded on vessel,20DV,976,2022-06-05,G
MLV,Empty Loaded on vessel,20RE,80,2022-06-05,A
MLV,Empty Loaded on vessel,20RE,32,2022-06-05,B
MLV,Empty Loaded on vessel,40DV,48,2022-06-05,A
MLV,Empty Loaded on vessel,40DV,208,2022-06-05,B
MLV,Empty Loaded on vessel,40DV,4800,2022-06-05,G
MLV,Empty Loaded on vessel,40HC,4992,2022-06-05,A
MLV,Empty Loaded on vessel,40HC,880,2022-06-05,C
MLV,Empty Loaded on vessel,40HC,5872,2022-06-05,G
MLV,Empty Loaded on vessel,40HR,1296,2022-06-05,A
MLV,Empty Loaded on vessel,40HR,4112,2022-06-05,B
MLV,Empty Loaded on vessel,40HR,2928,2022-06-05,C
MLV,Empty Loaded on vessel,40HR,192,2022-06-05,G
MDV,Empty discharged from vessel,20DV,160,2022-06-06,A
MDV,Empty discharged from vessel,20DV,1760,2022-06-06,B
MDV,Empty discharged from vessel,20DV,1104,2022-06-06,F
MDV,Empty discharged from vessel,20DV,496,2022-06-06,G
MDV,Empty discharged from vessel,20RE,16,2022-06-06,B
MDV,Empty discharged from vessel,20RE,160,2022-06-06,G
MDV,Empty discharged from vessel,40DV,544,2022-06-06,A
MDV,Empty discharged from vessel,40DV,288,2022-06-06,B
MDV,Empty discharged from vessel,40DV,176,2022-06-06,F
MDV,Empty discharged from vessel,40HC,3696,2022-06-06,A
MDV,Empty discharged from vessel,40HC,5456,2022-06-06,B
MDV,Empty discharged from vessel,40HC,1600,2022-06-06,F
MDV,Empty discharged from vessel,40HC,128,2022-06-06,C
MDV,Empty discharged from vessel,40HR,1904,2022-06-06,A
MDV,Empty discharged from vessel,40HR,2368,2022-06-06,B
MDV,Empty discharged from vessel,40HR,64,2022-06-06,F
MDV,Empty discharged from vessel,40HR,1072,2022-06-06,G
MLV,Empty Loaded on vessel,20DV,3872,2022-06-06,A
MLV,Empty Loaded on vessel,20DV,16,2022-06-06,F
MLV,Empty Loaded on vessel,20DV,3328,2022-06-06,C
MLV,Empty Loaded on vessel,40DV,192,2022-06-06,A
MLV,Empty Loaded on vessel,40DV,112,2022-06-06,B
MLV,Empty Loaded on vessel,40DV,208,2022-06-06,C
MLV,Empty Loaded on vessel,40HC,1184,2022-06-06,A
MLV,Empty Loaded on vessel,40HC,3744,2022-06-06,C
MLV,Empty Loaded on vessel,40HC,96,2022-06-06,G
MLV,Empty Loaded on vessel,40HR,4944,2022-06-06,A
MLV,Empty Loaded on vessel,40HR,3968,2022-06-06,B
MLV,Empty Loaded on vessel,40HR,112,2022-06-06,C
MTD,Empty discharged from vessel,40HC,80,2022-06-06,C
MDV,Empty discharged from vessel,20DV,8320,2022-06-07,A
MDV,Empty discharged from vessel,20DV,2560,2022-06-07,B
MDV,Empty discharged from vessel,20DV,80,2022-06-07,C
MDV,Empty discharged from vessel,20DV,13440,2022-06-07,G
MDV,Empty discharged from vessel,20RE,48,2022-06-07,A
MDV,Empty discharged from vessel,40DV,80,2022-06-07,A
MDV,Empty discharged from vessel,40DV,688,2022-06-07,B
MDV,Empty discharged from vessel,40HC,1584,2022-06-07,A
MDV,Empty discharged from vessel,40HC,864,2022-06-07,B
MDV,Empty discharged from vessel,40HC,1872,2022-06-07,E
MDV,Empty discharged from vessel,40HC,2128,2022-06-07,F
MDV,Empty discharged from vessel,40HC,832,2022-06-07,C
MDV,Empty discharged from vessel,40HC,48,2022-06-07,G
MDV,Empty discharged from vessel,40HR,2336,2022-06-07,A
MDV,Empty discharged from vessel,40HR,944,2022-06-07,B
MDV,Empty discharged from vessel,40HR,192,2022-06-07,G
MLV,Empty Loaded on vessel,20DV,5136,2022-06-07,A
MLV,Empty Loaded on vessel,20DV,960,2022-06-07,B
MLV,Empty Loaded on vessel,20DV,16,2022-06-07,E
MLV,Empty Loaded on vessel,20DV,96,2022-06-07,C
MLV,Empty Loaded on vessel,20RE,32,2022-06-07,A
MLV,Empty Loaded on vessel,40DV,480,2022-06-07,A
MLV,Empty Loaded on vessel,40DV,144,2022-06-07,B
MLV,Empty Loaded on vessel,40DV,400,2022-06-07,G
MLV,Empty Loaded on vessel,40HC,5664,2022-06-07,A
MLV,Empty Loaded on vessel,40HC,944,2022-06-07,B
MLV,Empty Loaded on vessel,40HR,512,2022-06-07,A
MLV,Empty Loaded on vessel,40HR,16,2022-06-07,E
MLV,Empty Loaded on vessel,40HR,7504,2022-06-07,C
MLV,Empty Loaded on vessel,40HR,1312,2022-06-07,G
MTD,Empty discharged from vessel,40HC,80,2022-06-07,C
MDV,Empty discharged from vessel,20DV,3552,2022-06-08,A
MDV,Empty discharged from vessel,20DV,400,2022-06-08,B
MDV,Empty discharged from vessel,20DV,304,2022-06-08,C
MDV,Empty discharged from vessel,20DV,11872,2022-06-08,G
MDV,Empty discharged from vessel,20RE,32,2022-06-08,A
MDV,Empty discharged from vessel,40DV,160,2022-06-08,A
MDV,Empty discharged from vessel,40DV,656,2022-06-08,B
MDV,Empty discharged from vessel,40DV,112,2022-06-08,E
MDV,Empty discharged from vessel,40HC,1952,2022-06-08,A
MDV,Empty discharged from vessel,40HC,4816,2022-06-08,B
MDV,Empty discharged from vessel,40HC,5008,2022-06-08,E
MDV,Empty discharged from vessel,40HC,976,2022-06-08,C
MDV,Empty discharged from vessel,40HC,80,2022-06-08,G
MDV,Empty discharged from vessel,40HR,160,2022-06-08,A
MDV,Empty discharged from vessel,40HR,1728,2022-06-08,B
MDV,Empty discharged from vessel,40HR,96,2022-06-08,E
MDV,Empty discharged from vessel,40HR,1648,2022-06-08,G
MLV,Empty Loaded on vessel,20DV,5008,2022-06-08,A
MLV,Empty Loaded on vessel,20DV,32,2022-06-08,E
MLV,Empty Loaded on vessel,20DV,144,2022-06-08,C
MLV,Empty Loaded on vessel,20DV,512,2022-06-08,G
MLV,Empty Loaded on vessel,20RE,128,2022-06-08,G
MLV,Empty Loaded on vessel,40DV,976,2022-06-08,A
MLV,Empty Loaded on vessel,40DV,224,2022-06-08,C
MLV,Empty Loaded on vessel,40DV,320,2022-06-08,G
MLV,Empty Loaded on vessel,40HC,6736,2022-06-08,A
MLV,Empty Loaded on vessel,40HC,3776,2022-06-08,C
MLV,Empty Loaded on vessel,40HC,5360,2022-06-08,G
MLV,Empty Loaded on vessel,40HR,48,2022-06-08,A
MLV,Empty Loaded on vessel,40HR,6992,2022-06-08,C
MLV,Empty Loaded on vessel,40HR,1568,2022-06-08,G
MDV,Empty discharged from vessel,20DV,464,2022-06-09,A
MDV,Empty discharged from vessel,20DV,3056,2022-06-09,B
MDV,Empty discharged from vessel,20DV,2144,2022-06-09,F
MDV,Empty discharged from vessel,20DV,32,2022-06-09,C
MDV,Empty discharged from vessel,20DV,8560,2022-06-09,G
MDV,Empty discharged from vessel,20RE,240,2022-06-09,A
MDV,Empty discharged from vessel,40DV,32,2022-06-09,A
MDV,Empty discharged from vessel,40DV,928,2022-06-09,B
MDV,Empty discharged from vessel,40DV,144,2022-06-09,E
MDV,Empty discharged from vessel,40DV,1488,2022-06-09,F
MDV,Empty discharged from vessel,40HC,1104,2022-06-09,A
MDV,Empty discharged from vessel,40HC,12688,2022-06-09,B
MDV,Empty discharged from vessel,40HC,816,2022-06-09,E
MDV,Empty discharged from vessel,40HC,3232,2022-06-09,F
MDV,Empty discharged from vessel,40HC,224,2022-06-09,C
MDV,Empty discharged from vessel,40HC,1840,2022-06-09,G
MDV,Empty discharged from vessel,40HR,144,2022-06-09,A
MDV,Empty discharged from vessel,40HR,16,2022-06-09,E
MDV,Empty discharged from vessel,40HR,1216,2022-06-09,F
MDV,Empty discharged from vessel,40HR,1824,2022-06-09,G
MLV,Empty Loaded on vessel,20DV,6800,2022-06-09,A
MLV,Empty Loaded on vessel,20DV,112,2022-06-09,B
MLV,Empty Loaded on vessel,20DV,1232,2022-06-09,F
MLV,Empty Loaded on vessel,20DV,6448,2022-06-09,C
MLV,Empty Loaded on vessel,20DV,1680,2022-06-09,G
MLV,Empty Loaded on vessel,40HC,9600,2022-06-09,A
MLV,Empty Loaded on vessel,40HC,16,2022-06-09,B
MLV,Empty Loaded on vessel,40HC,688,2022-06-09,C
MLV,Empty Loaded on vessel,40HC,3328,2022-06-09,G
MLV,Empty Loaded on vessel,40HR,288,2022-06-09,A
MLV,Empty Loaded on vessel,40HR,4784,2022-06-09,B
MLV,Empty Loaded on vessel,40HR,1088,2022-06-09,E
MLV,Empty Loaded on vessel,40HR,2112,2022-06-09,C
MLV,Empty Loaded on vessel,40HR,384,2022-06-09,G
MDV,Empty discharged from vessel,20DV,1664,2022-06-10,A
MDV,Empty discharged from vessel,20DV,704,2022-06-10,B
MDV,Empty discharged from vessel,20DV,128,2022-06-10,F
MDV,Empty discharged from vessel,20DV,16,2022-06-10,C
MDV,Empty discharged from vessel,20DV,14704,2022-06-10,G
MDV,Empty discharged from vessel,20RE,64,2022-06-10,A
MDV,Empty discharged from vessel,20RE,32,2022-06-10,B
MDV,Empty discharged from vessel,40DV,32,2022-06-10,B
MDV,Empty discharged from vessel,40DV,160,2022-06-10,E
MDV,Empty discharged from vessel,40DV,320,2022-06-10,F
MDV,Empty discharged from vessel,40DV,320,2022-06-10,G
MDV,Empty discharged from vessel,40HC,4848,2022-06-10,A
MDV,Empty discharged from vessel,40HC,9632,2022-06-10,B
MDV,Empty discharged from vessel,40HC,48,2022-06-10,E
MDV,Empty discharged from vessel,40HC,1440,2022-06-10,F
MDV,Empty discharged from vessel,40HC,464,2022-06-10,C
MDV,Empty discharged from vessel,40HC,3376,2022-06-10,G
MDV,Empty discharged from vessel,40HR,464,2022-06-10,A
MDV,Empty discharged from vessel,40HR,3648,2022-06-10,B
MDV,Empty discharged from vessel,40HR,432,2022-06-10,C
MDV,Empty discharged from vessel,40HR,2176,2022-06-10,G
MLV,Empty Loaded on vessel,20DV,8832,2022-06-10,A
MLV,Empty Loaded on vessel,20DV,4224,2022-06-10,B
MLV,Empty Loaded on vessel,20DV,5824,2022-06-10,C
MLV,Empty Loaded on vessel,20DV,320,2022-06-10,G
MLV,Empty Loaded on vessel,20RE,48,2022-06-10,A
MLV,Empty Loaded on vessel,40DV,1696,2022-06-10,B
MLV,Empty Loaded on vessel,40DV,80,2022-06-10,C
MLV,Empty Loaded on vessel,40HC,2736,2022-06-10,A
MLV,Empty Loaded on vessel,40HC,32,2022-06-10,B
MLV,Empty Loaded on vessel,40HC,1376,2022-06-10,C
MLV,Empty Loaded on vessel,40HC,912,2022-06-10,G
MLV,Empty Loaded on vessel,40HR,5008,2022-06-10,A
MLV,Empty Loaded on vessel,40HR,2400,2022-06-10,B
MLV,Empty Loaded on vessel,40HR,224,2022-06-10,E
MLV,Empty Loaded on vessel,40HR,10064,2022-06-10,C
MLV,Empty Loaded on vessel,40HR,240,2022-06-10,G
MDV,Empty discharged from vessel,20DV,2000,2022-06-11,A
MDV,Empty discharged from vessel,20DV,1440,2022-06-11,B
MDV,Empty discharged from vessel,20DV,16,2022-06-11,E
MDV,Empty discharged from vessel,20DV,224,2022-06-11,C
MDV,Empty discharged from vessel,20DV,4112,2022-06-11,G
MDV,Empty discharged from vessel,40DV,688,2022-06-11,B
MDV,Empty discharged from vessel,40HC,4464,2022-06-11,A
MDV,Empty discharged from vessel,40HC,4336,2022-06-11,B
MDV,Empty discharged from vessel,40HC,704,2022-06-11,E
MDV,Empty discharged from vessel,40HC,4048,2022-06-11,C
MDV,Empty discharged from vessel,40HC,80,2022-06-11,G
MDV,Empty discharged from vessel,40HR,160,2022-06-11,A
MDV,Empty discharged from vessel,40HR,224,2022-06-11,B
